id	measurementType	measurementValue	measurementUnit
1893137	Thermal_maximum	14.95	°C
1893137	Thermal_mean	10.6	°C
1893137	Thermal_range	15.08	°C
2144644	Body_size	2.46	mm
2144644	Development_time	60	days
2144644	Voltinism_mean	2	generation(s) / year
2144644	Dispersal_ability	0.72	ratio within order
2144644	Thermal_minimum	1.04	°C
2144644	Thermal_maximum	15.05	°C
2144644	Thermal_mean	10.19	°C
2144644	Thermal_range	14.01	°C
5170994	Body_size	11.78	mm
5170994	Fecundity	150	eggs
5170994	Development_time	150	days
5170994	Voltinism_mean	1	generation(s) / year
5170994	Dispersal_ability	0.98	ratio within order
5170994	Thermal_minimum	-0.78	°C
5170994	Thermal_maximum	18.59	°C
5170994	Thermal_mean	10.45	°C
5170994	Thermal_range	19.37	°C
4494632	Body_size	10	mm
4494632	Fecundity	8	eggs
4494632	Thermal_minimum	4.74	°C
4494632	Thermal_maximum	10.66	°C
4494632	Thermal_mean	9.74	°C
4494632	Thermal_range	5.92	°C
4494634	Body_size	11	mm
4494634	Thermal_minimum	4.45	°C
4494634	Thermal_maximum	14.22	°C
4494634	Thermal_mean	9.52	°C
4494634	Thermal_range	9.78	°C
1909398	Body_size	31.63	mm
1909398	Fecundity	450	eggs
1909398	Development_time	326	days
1909398	Voltinism_mean	1	generation(s) / year
1909398	Lifespan	38	days
1909398	Dispersal_ability	0.46	ratio within order
1909398	Thermal_minimum	-2.93	°C
1909398	Thermal_maximum	16.57	°C
1909398	Thermal_mean	9.53	°C
1909398	Thermal_range	19.5	°C
1606980	Body_size	5	mm
1606980	Voltinism_mean	1	generation(s) / year
1606980	Thermal_minimum	6.48	°C
1606980	Thermal_maximum	10.75	°C
1606980	Thermal_mean	9.15	°C
1606980	Thermal_range	4.28	°C
1606956	Body_size	5.75	mm
1606956	Voltinism_mean	2	generation(s) / year
1606956	Thermal_minimum	6.79	°C
1606956	Thermal_maximum	10.62	°C
1606956	Thermal_mean	9.37	°C
1606956	Thermal_range	3.82	°C
1606927	Body_size	4.9	mm
1606927	Voltinism_mean	1	generation(s) / year
1606927	Thermal_minimum	8.29	°C
1606927	Thermal_maximum	10.3	°C
1606927	Thermal_mean	9.28	°C
1606927	Thermal_range	2	°C
1606996	Body_size	7	mm
1606996	Voltinism_mean	1	generation(s) / year
1606996	Thermal_minimum	6.42	°C
1606996	Thermal_maximum	10.7	°C
1606996	Thermal_mean	9.32	°C
1606996	Thermal_range	4.28	°C
1606946	Body_size	5.5	mm
1606946	Voltinism_mean	1	generation(s) / year
1606974	Body_size	4	mm
1606974	Voltinism_mean	1	generation(s) / year
1606974	Thermal_minimum	6.04	°C
1606974	Thermal_maximum	10.48	°C
1606974	Thermal_mean	8.68	°C
1606974	Thermal_range	4.44	°C
1606940	Body_size	3.75	mm
1606940	Voltinism_mean	1	generation(s) / year
1606948	Body_size	5.15	mm
1606948	Voltinism_mean	1	generation(s) / year
1606948	Thermal_minimum	7.66	°C
1606948	Thermal_maximum	10.16	°C
1606948	Thermal_mean	9.22	°C
1606948	Thermal_range	2.5	°C
1606922	Body_size	6.25	mm
1606922	Voltinism_mean	2	generation(s) / year
1606922	Thermal_minimum	6.79	°C
1606922	Thermal_maximum	10.62	°C
1606922	Thermal_mean	9.18	°C
1606922	Thermal_range	3.82	°C
1606983	Body_size	4.3	mm
1606983	Voltinism_mean	1	generation(s) / year
1606983	Thermal_minimum	6.3	°C
1606983	Thermal_maximum	10.94	°C
1606983	Thermal_mean	9.17	°C
1606983	Thermal_range	4.64	°C
1606913	Body_size	3.25	mm
1606913	Voltinism_mean	1	generation(s) / year
1606913	Thermal_minimum	6.48	°C
1606913	Thermal_maximum	10.66	°C
1606913	Thermal_mean	9.83	°C
1606913	Thermal_range	4.18	°C
1115830	Body_size	20	mm
1115830	Fecundity	159	eggs
1115830	Thermal_minimum	0.98	°C
1115830	Thermal_maximum	17.18	°C
1115830	Thermal_mean	12.03	°C
1115830	Thermal_range	16.2	°C
4292492	Body_size	23.93	mm
4292492	Dispersal_ability	0.25	ratio within order
4292492	Thermal_minimum	-0.57	°C
4292492	Thermal_maximum	17.18	°C
4292492	Thermal_mean	10.39	°C
4292492	Thermal_range	17.75	°C
1979781	Body_size	19	mm
1979781	Voltinism_mean	1	generation(s) / year
1979781	Thermal_minimum	3.78	°C
1979781	Thermal_maximum	9.6	°C
1979781	Thermal_mean	7.15	°C
1979781	Thermal_range	5.82	°C
1933095	Body_size	12.85	mm
1933095	Fecundity	235	eggs
1933095	Development_time	43	days
1933095	Voltinism_mean	2.2	generation(s) / year
1933095	Lifespan	22	days
1933095	Dispersal_ability	0.38	ratio within order
1933095	Thermal_minimum	-2.93	°C
1933095	Thermal_maximum	18.8	°C
1933095	Thermal_mean	10.35	°C
1933095	Thermal_range	21.73	°C
1303096	Body_size	7.5	mm
1303096	Voltinism_mean	1	generation(s) / year
1303096	Dispersal_ability	0.34	ratio within order
1303096	Thermal_minimum	7.73	°C
1303096	Thermal_maximum	14.14	°C
1303096	Thermal_mean	9.76	°C
1303096	Thermal_range	6.41	°C
4485971	Body_size	11.72	mm
4485971	Dispersal_ability	1	ratio within order
4485971	Thermal_minimum	4	°C
4485971	Thermal_maximum	15.05	°C
4485971	Thermal_mean	10.09	°C
4485971	Thermal_range	11.06	°C
2203834	Body_size	6	mm
2203834	Dispersal_ability	0.06	ratio within order
2203834	Thermal_minimum	8.19	°C
2203834	Thermal_maximum	16.98	°C
2203834	Thermal_mean	11	°C
2203834	Thermal_range	8.78	°C
2203739	Body_size	20	mm
2203739	Dispersal_ability	0.09	ratio within order
2203739	Thermal_minimum	3.37	°C
2203739	Thermal_maximum	16.57	°C
2203739	Thermal_mean	10.51	°C
2203739	Thermal_range	13.2	°C
2203639	Body_size	12	mm
2203639	Fecundity	24	eggs
2203639	Dispersal_ability	0.08	ratio within order
2203639	Thermal_minimum	-0.57	°C
2203639	Thermal_maximum	10.96	°C
2203639	Thermal_mean	8.52	°C
2203639	Thermal_range	11.53	°C
2203750	Body_size	9	mm
2203750	Fecundity	3	eggs
2203750	Dispersal_ability	0.09	ratio within order
2203750	Thermal_minimum	0.76	°C
2203750	Thermal_maximum	12.1	°C
2203750	Thermal_mean	8.65	°C
2203750	Thermal_range	11.34	°C
2203670	Body_size	7	mm
2203670	Dispersal_ability	0.04	ratio within order
2203670	Thermal_minimum	6.83	°C
2203670	Thermal_maximum	10.96	°C
2203670	Thermal_mean	9.12	°C
2203670	Thermal_range	4.14	°C
2203611	Body_size	20	mm
2203611	Fecundity	68	eggs
2203611	Dispersal_ability	0.09	ratio within order
2203611	Thermal_minimum	4.45	°C
2203611	Thermal_maximum	24.27	°C
2203611	Thermal_mean	10.57	°C
2203611	Thermal_range	19.82	°C
4486297	Body_size	6.05	mm
4486297	Voltinism_mean	1.5	generation(s) / year
4486297	Dispersal_ability	0.5	ratio within order
4486297	Thermal_minimum	8.92	°C
4486297	Thermal_maximum	14.95	°C
4486297	Thermal_mean	9.93	°C
4486297	Thermal_range	6.04	°C
2048618	Body_size	2.55	mm
2048618	Voltinism_mean	1.5	generation(s) / year
2048618	Dispersal_ability	0.75	ratio within order
2048613	Body_size	3.8	mm
2048613	Voltinism_mean	1.5	generation(s) / year
2048613	Dispersal_ability	1	ratio within order
2048613	Thermal_minimum	-0.12	°C
2048613	Thermal_maximum	13.11	°C
2048613	Thermal_mean	8.8	°C
2048613	Thermal_range	13.23	°C
2048608	Body_size	2.8	mm
2048608	Voltinism_mean	1.5	generation(s) / year
2048608	Dispersal_ability	0.75	ratio within order
2048608	Thermal_minimum	6.62	°C
2048608	Thermal_maximum	14.46	°C
2048608	Thermal_mean	9.17	°C
2048608	Thermal_range	7.84	°C
5001643	Body_size	25.26	mm
5001643	Dispersal_ability	0.3	ratio within order
5001643	Thermal_minimum	-1.57	°C
5001643	Thermal_maximum	17.89	°C
5001643	Thermal_mean	9.64	°C
5001643	Thermal_range	19.46	°C
4483537	Body_size	3.5	mm
4483537	Voltinism_mean	2	generation(s) / year
4483537	Dispersal_ability	0.75	ratio within order
4483537	Thermal_minimum	6.08	°C
4483537	Thermal_maximum	12.79	°C
4483537	Thermal_mean	9.26	°C
4483537	Thermal_range	6.72	°C
2047598	Body_size	3.7	mm
2047598	Dispersal_ability	1	ratio within order
2047598	Thermal_minimum	6.45	°C
2047598	Thermal_maximum	13.1	°C
2047598	Thermal_mean	10.21	°C
2047598	Thermal_range	6.65	°C
2047557	Body_size	5.05	mm
2047557	Voltinism_mean	1	generation(s) / year
2047557	Dispersal_ability	1	ratio within order
2047557	Thermal_minimum	8.27	°C
2047557	Thermal_maximum	11.44	°C
2047557	Thermal_mean	9.94	°C
2047557	Thermal_range	3.18	°C
4550726	Body_size	4.93	mm
4550726	Dispersal_ability	0.5	ratio within order
4550726	Thermal_minimum	-2.93	°C
4550726	Thermal_maximum	16.35	°C
4550726	Thermal_mean	9.73	°C
4550726	Thermal_range	19.28	°C
4478699	Body_size	3.5	mm
4478699	Dispersal_ability	1	ratio within order
4478699	Thermal_minimum	7.28	°C
4478699	Thermal_maximum	14.21	°C
4478699	Thermal_mean	10.01	°C
4478699	Thermal_range	6.93	°C
1036796	Body_size	4.15	mm
1036796	Development_time	150	days
1036796	Dispersal_ability	0.94	ratio within order
1036796	Thermal_minimum	2.84	°C
1036796	Thermal_maximum	17.02	°C
1036796	Thermal_mean	9.41	°C
1036796	Thermal_range	14.19	°C
4478695	Body_size	4.98	mm
4478695	Development_time	120	days
4478695	Dispersal_ability	0.88	ratio within order
4478695	Thermal_minimum	-0.03	°C
4478695	Thermal_maximum	14.14	°C
4478695	Thermal_mean	8.41	°C
4478695	Thermal_range	14.17	°C
4478679	Body_size	3.5	mm
4478679	Dispersal_ability	1	ratio within order
4478679	Thermal_minimum	8.64	°C
4478679	Thermal_maximum	14.99	°C
4478679	Thermal_mean	10.21	°C
4478679	Thermal_range	6.35	°C
1980521	Body_size	20.5	mm
1980521	Voltinism_mean	2	generation(s) / year
1980521	Thermal_minimum	1.11	°C
1980521	Thermal_maximum	16.32	°C
1980521	Thermal_mean	10.34	°C
1980521	Thermal_range	15.21	°C
8196495	Body_size	15.78	mm
8196495	Dispersal_ability	0.1	ratio within order
8196495	Thermal_minimum	0.27	°C
8196495	Thermal_maximum	14.25	°C
8196495	Thermal_mean	9.03	°C
8196495	Thermal_range	13.97	°C
1659278	Body_size	25	mm
1659278	Voltinism_mean	1	generation(s) / year
1659278	Thermal_minimum	0.11	°C
1659278	Thermal_maximum	14.96	°C
1659278	Thermal_mean	9.59	°C
1659278	Thermal_range	14.85	°C
2054367	Body_size	4.3	mm
2054367	Voltinism_mean	1	generation(s) / year
2054367	Dispersal_ability	0.75	ratio within order
2054367	Thermal_minimum	-0.12	°C
2054367	Thermal_maximum	17.17	°C
2054367	Thermal_mean	10.46	°C
2054367	Thermal_range	17.3	°C
4463824	Body_size	2.6	mm
4463824	Voltinism_mean	1	generation(s) / year
4463824	Dispersal_ability	1	ratio within order
4463824	Thermal_minimum	-0.12	°C
4463824	Thermal_maximum	18.95	°C
4463824	Thermal_mean	10.39	°C
4463824	Thermal_range	19.07	°C
1967273	Body_size	16	mm
1967273	Voltinism_mean	1	generation(s) / year
1967273	Thermal_minimum	0.11	°C
1967273	Thermal_maximum	15.17	°C
1967273	Thermal_mean	10.33	°C
1967273	Thermal_range	15.06	°C
1967265	Body_size	14	mm
1967265	Voltinism_mean	2	generation(s) / year
1967265	Thermal_minimum	7.69	°C
1967265	Thermal_maximum	19.25	°C
1967265	Thermal_mean	11.9	°C
1967265	Thermal_range	11.56	°C
5760613	Body_size	10.75	mm
5760613	Fecundity	2	eggs
5760613	Thermal_minimum	4.45	°C
5760613	Thermal_maximum	15.02	°C
5760613	Thermal_mean	10.08	°C
5760613	Thermal_range	10.57	°C
1766274	Body_size	20.33	mm
1766274	Voltinism_mean	1	generation(s) / year
1766274	Thermal_minimum	1.31	°C
1766274	Thermal_maximum	14.12	°C
1766274	Thermal_mean	9.6	°C
1766274	Thermal_range	12.82	°C
1987744	Body_size	9.67	mm
1987744	Voltinism_mean	2	generation(s) / year
1987744	Thermal_minimum	-0.09	°C
1987744	Thermal_maximum	13.83	°C
1987744	Thermal_mean	9.54	°C
1987744	Thermal_range	13.92	°C
1987737	Body_size	10	mm
1987737	Voltinism_mean	1	generation(s) / year
1987737	Thermal_minimum	5.41	°C
1987737	Thermal_maximum	13.18	°C
1987737	Thermal_mean	9.97	°C
1987737	Thermal_range	7.77	°C
2137594	Body_size	1.85	mm
2137594	Dispersal_ability	0.5	ratio within order
2137594	Thermal_minimum	-1.05	°C
2137594	Thermal_maximum	11.75	°C
2137594	Thermal_mean	7.43	°C
2137594	Thermal_range	12.8	°C
1759159	Body_size	13.5	mm
1759159	Voltinism_mean	1	generation(s) / year
1759159	Thermal_minimum	7.57	°C
1759159	Thermal_maximum	14.14	°C
1759159	Thermal_mean	9.83	°C
1759159	Thermal_range	6.57	°C
1759153	Body_size	16.67	mm
1759153	Voltinism_mean	1	generation(s) / year
1759153	Thermal_minimum	-0.24	°C
1759153	Thermal_maximum	15.12	°C
1759153	Thermal_mean	9.4	°C
1759153	Thermal_range	15.36	°C
5874786	Body_size	3.4	mm
5874786	Dispersal_ability	1	ratio within order
5874786	Thermal_minimum	4.45	°C
5874786	Thermal_maximum	10.35	°C
5874786	Thermal_mean	6.98	°C
5874786	Thermal_range	5.9	°C
5874770	Body_size	3.05	mm
5874770	Dispersal_ability	1	ratio within order
5874770	Thermal_minimum	4.45	°C
5874770	Thermal_maximum	18.95	°C
5874770	Thermal_mean	9.74	°C
5874770	Thermal_range	14.5	°C
6097425	Body_size	2.1	mm
6097425	Dispersal_ability	1	ratio within order
6097425	Thermal_minimum	4.74	°C
6097425	Thermal_maximum	14.14	°C
6097425	Thermal_mean	9.42	°C
6097425	Thermal_range	9.4	°C
5874774	Body_size	2	mm
5874774	Dispersal_ability	1	ratio within order
5874774	Thermal_minimum	4.45	°C
5874774	Thermal_maximum	10.74	°C
5874774	Thermal_mean	9.07	°C
5874774	Thermal_range	6.3	°C
5874785	Body_size	3.1	mm
5874785	Dispersal_ability	1	ratio within order
5874785	Thermal_minimum	-0.57	°C
5874785	Thermal_maximum	14.14	°C
5874785	Thermal_mean	9.41	°C
5874785	Thermal_range	14.71	°C
6097477	Body_size	3.25	mm
6097477	Dispersal_ability	1	ratio within order
6097477	Thermal_minimum	4.45	°C
6097477	Thermal_maximum	14.14	°C
6097477	Thermal_mean	9.02	°C
6097477	Thermal_range	9.69	°C
1040952	Body_size	4.25	mm
1040952	Dispersal_ability	1	ratio within order
1040952	Thermal_minimum	2.24	°C
1040952	Thermal_maximum	10.74	°C
1040952	Thermal_mean	8.89	°C
1040952	Thermal_range	8.5	°C
8025361	Body_size	1.75	mm
8025361	Dispersal_ability	1	ratio within order
8025361	Thermal_minimum	7.79	°C
8025361	Thermal_maximum	14.14	°C
8025361	Thermal_mean	9.83	°C
8025361	Thermal_range	6.34	°C
1041085	Body_size	3.25	mm
1041085	Dispersal_ability	1	ratio within order
1041085	Thermal_minimum	4.45	°C
1041085	Thermal_maximum	14.14	°C
1041085	Thermal_mean	9.23	°C
1041085	Thermal_range	9.69	°C
6097448	Body_size	2.2	mm
6097448	Dispersal_ability	1	ratio within order
6097448	Thermal_minimum	4.74	°C
6097448	Thermal_maximum	10.46	°C
6097448	Thermal_mean	8.96	°C
6097448	Thermal_range	5.72	°C
6097436	Body_size	2.9	mm
6097436	Dispersal_ability	1	ratio within order
6097436	Thermal_minimum	5.37	°C
6097436	Thermal_maximum	10.74	°C
6097436	Thermal_mean	9.19	°C
6097436	Thermal_range	5.37	°C
6097441	Body_size	2	mm
6097441	Dispersal_ability	1	ratio within order
6097441	Thermal_minimum	4.74	°C
6097441	Thermal_maximum	18.59	°C
6097441	Thermal_mean	10.03	°C
6097441	Thermal_range	13.85	°C
1039514	Body_size	2.45	mm
1039514	Dispersal_ability	1	ratio within order
1039514	Thermal_minimum	4.45	°C
1039514	Thermal_maximum	18.95	°C
1039514	Thermal_mean	11.03	°C
1039514	Thermal_range	14.5	°C
6097418	Body_size	2.94	mm
6097418	Dispersal_ability	0.03	ratio within order
6097418	Thermal_minimum	-0.57	°C
6097418	Thermal_maximum	12.68	°C
6097418	Thermal_mean	8.25	°C
6097418	Thermal_range	13.24	°C
6097459	Body_size	3.55	mm
6097459	Dispersal_ability	1	ratio within order
6097459	Thermal_minimum	7.71	°C
6097459	Thermal_maximum	14.14	°C
6097459	Thermal_mean	9.74	°C
6097459	Thermal_range	6.43	°C
1787213	Body_size	14	mm
1787213	Voltinism_mean	1	generation(s) / year
1787213	Thermal_minimum	0.11	°C
1787213	Thermal_maximum	11.5	°C
1787213	Thermal_mean	7.32	°C
1787213	Thermal_range	11.39	°C
1787279	Body_size	12.67	mm
1787279	Voltinism_mean	2	generation(s) / year
1787279	Thermal_minimum	6.06	°C
1787279	Thermal_maximum	17.79	°C
1787279	Thermal_mean	12.08	°C
1787279	Thermal_range	11.73	°C
1787112	Body_size	12.83	mm
1787112	Voltinism_mean	2	generation(s) / year
1787112	Thermal_minimum	-2.83	°C
1787112	Thermal_maximum	15.31	°C
1787112	Thermal_mean	6.16	°C
1787112	Thermal_range	18.15	°C
4428652	Body_size	9.5	mm
4428652	Dispersal_ability	1	ratio within order
4428652	Thermal_minimum	8.1	°C
4428652	Thermal_maximum	13.99	°C
4428652	Thermal_mean	10.05	°C
4428652	Thermal_range	5.89	°C
4428495	Body_size	12.25	mm
4428495	Dispersal_ability	1	ratio within order
4428495	Thermal_minimum	-0.57	°C
4428495	Thermal_maximum	14.85	°C
4428495	Thermal_mean	9.69	°C
4428495	Thermal_range	15.42	°C
5154882	Body_size	7.25	mm
5154882	Voltinism_mean	1	generation(s) / year
5154882	Dispersal_ability	1	ratio within order
5154882	Thermal_minimum	6.75	°C
5154882	Thermal_maximum	12.94	°C
5154882	Thermal_mean	9.96	°C
5154882	Thermal_range	6.2	°C
1810099	Body_size	16.17	mm
1810099	Voltinism_mean	1	generation(s) / year
1810099	Thermal_minimum	-2.93	°C
1810099	Thermal_maximum	15.09	°C
1810099	Thermal_mean	8.76	°C
1810099	Thermal_range	18.02	°C
5749316	Body_size	1.7	mm
5749316	Dispersal_ability	1	ratio within order
5749316	Thermal_minimum	6.08	°C
5749316	Thermal_maximum	10.97	°C
5749316	Thermal_mean	9.48	°C
5749316	Thermal_range	4.89	°C
5749153	Body_size	2.37	mm
5749153	Dispersal_ability	0.04	ratio within order
5749153	Thermal_minimum	6.93	°C
5749153	Thermal_maximum	9.59	°C
5749153	Thermal_mean	8.47	°C
5749153	Thermal_range	2.65	°C
5749277	Body_size	1.7	mm
5749277	Dispersal_ability	1	ratio within order
5749277	Thermal_minimum	3.59	°C
5749277	Thermal_maximum	13.42	°C
5749277	Thermal_mean	9.33	°C
5749277	Thermal_range	9.84	°C
5749156	Body_size	1.35	mm
5749156	Fecundity	50	eggs
5749156	Development_time	60	days
5749156	Dispersal_ability	1	ratio within order
5749156	Thermal_minimum	5.37	°C
5749156	Thermal_maximum	12.67	°C
5749156	Thermal_mean	9.7	°C
5749156	Thermal_range	7.3	°C
5749219	Body_size	1.5	mm
5749219	Dispersal_ability	1	ratio within order
5749219	Thermal_minimum	5.67	°C
5749219	Thermal_maximum	15.24	°C
5749219	Thermal_mean	9.68	°C
5749219	Thermal_range	9.57	°C
5749197	Body_size	2.07	mm
5749197	Dispersal_ability	0.04	ratio within order
5749197	Thermal_minimum	6.75	°C
5749197	Thermal_maximum	10.35	°C
5749197	Thermal_mean	8.39	°C
5749197	Thermal_range	3.6	°C
5749196	Body_size	1.91	mm
5749196	Dispersal_ability	0.52	ratio within order
5749196	Thermal_minimum	6.75	°C
5749196	Thermal_maximum	12.67	°C
5749196	Thermal_mean	9.49	°C
5749196	Thermal_range	5.92	°C
5749168	Body_size	1.85	mm
5749168	Dispersal_ability	0.04	ratio within order
5749168	Thermal_minimum	6.2	°C
5749168	Thermal_maximum	10.49	°C
5749168	Thermal_mean	9.25	°C
5749168	Thermal_range	4.29	°C
2011121	Body_size	3.08	mm
2011121	Voltinism_mean	1	generation(s) / year
2011121	Dispersal_ability	1	ratio within order
2011121	Thermal_minimum	0.27	°C
2011121	Thermal_maximum	14.62	°C
2011121	Thermal_mean	9.11	°C
2011121	Thermal_range	14.35	°C
2011094	Body_size	3.3	mm
2011094	Voltinism_mean	1	generation(s) / year
2011094	Dispersal_ability	1	ratio within order
2011094	Thermal_minimum	4.15	°C
2011094	Thermal_maximum	14.93	°C
2011094	Thermal_mean	10.06	°C
2011094	Thermal_range	10.78	°C
4437807	Body_size	8.39	mm
4437807	Dispersal_ability	0.07	ratio within order
4437807	Thermal_minimum	-0.57	°C
4437807	Thermal_maximum	13.97	°C
4437807	Thermal_mean	8.95	°C
4437807	Thermal_range	14.54	°C
1782319	Body_size	13.75	mm
1782319	Voltinism_mean	1	generation(s) / year
1782319	Thermal_minimum	1.36	°C
1782319	Thermal_maximum	14.95	°C
1782319	Thermal_mean	9.52	°C
1782319	Thermal_range	13.59	°C
5171650	Body_size	10.25	mm
5171650	Fecundity	50	eggs
5171650	Development_time	450	days
5171650	Voltinism_mean	1	generation(s) / year
5171650	Lifespan	2920	days
5171650	Dispersal_ability	0.83	ratio within order
5171650	Thermal_minimum	0.67	°C
5171650	Thermal_maximum	17.15	°C
5171650	Thermal_mean	10.74	°C
5171650	Thermal_range	16.48	°C
5171636	Body_size	10.25	mm
5171636	Fecundity	115	eggs
5171636	Lifespan	2920	days
5171636	Dispersal_ability	0.01	ratio within order
5171636	Thermal_minimum	1.29	°C
5171636	Thermal_maximum	13.95	°C
5171636	Thermal_mean	9.7	°C
5171636	Thermal_range	12.66	°C
1761865	Body_size	22.5	mm
1761865	Voltinism_mean	2	generation(s) / year
1761865	Thermal_minimum	-2.93	°C
1761865	Thermal_maximum	11.55	°C
1761865	Thermal_mean	5.46	°C
1761865	Thermal_range	14.48	°C
1248968	Body_size	8	mm
1248968	Voltinism_mean	1	generation(s) / year
1248968	Dispersal_ability	0.34	ratio within order
1248968	Thermal_minimum	9.07	°C
1248968	Thermal_maximum	10.56	°C
1248968	Thermal_mean	9.84	°C
1248968	Thermal_range	1.49	°C
5169122	Body_size	4.06	mm
5169122	Dispersal_ability	0.38	ratio within order
5169122	Thermal_minimum	-0.57	°C
5169122	Thermal_maximum	14.53	°C
5169122	Thermal_mean	10.67	°C
5169122	Thermal_range	15.1	°C
4456936	Body_size	5.35	mm
4456936	Dispersal_ability	0.05	ratio within order
4456936	Thermal_minimum	5.37	°C
4456936	Thermal_maximum	14.99	°C
4456936	Thermal_mean	10.53	°C
4456936	Thermal_range	9.62	°C
4505140	Body_size	7.75	mm
4505140	Voltinism_mean	1.5	generation(s) / year
4505140	Thermal_minimum	4.71	°C
4505140	Thermal_maximum	17.17	°C
4505140	Thermal_mean	9.99	°C
4505140	Thermal_range	12.46	°C
1675855	Body_size	1.82	mm
1675855	Development_time	7	days
1675855	Voltinism_mean	2.5	generation(s) / year
4989649	Body_size	1.9	mm
4989649	Dispersal_ability	1	ratio within order
4989649	Thermal_minimum	4.74	°C
4989649	Thermal_maximum	12.65	°C
4989649	Thermal_mean	9.4	°C
4989649	Thermal_range	7.91	°C
1792414	Body_size	19.5	mm
1792414	Voltinism_mean	1	generation(s) / year
1792414	Thermal_minimum	-2.59	°C
1792414	Thermal_maximum	12.58	°C
1792414	Thermal_mean	7.42	°C
1792414	Thermal_range	15.17	°C
1792418	Body_size	17.17	mm
1792418	Fecundity	1180	eggs
1792418	Voltinism_mean	2	generation(s) / year
1792418	Dispersal_ability	0.71	ratio within order
1792418	Thermal_minimum	-2.93	°C
1792418	Thermal_maximum	22.57	°C
1792418	Thermal_mean	9.46	°C
1792418	Thermal_range	25.5	°C
1792426	Body_size	19	mm
1792426	Voltinism_mean	1	generation(s) / year
1792426	Thermal_minimum	-2.59	°C
1792426	Thermal_maximum	13.78	°C
1792426	Thermal_mean	8.65	°C
1792426	Thermal_range	16.37	°C
1792411	Body_size	19	mm
1792411	Voltinism_mean	1	generation(s) / year
1792411	Dispersal_ability	0.04	ratio within order
1792411	Thermal_minimum	-1.87	°C
1792411	Thermal_maximum	15.31	°C
1792411	Thermal_mean	8.36	°C
1792411	Thermal_range	17.18	°C
4449412	Body_size	2.5	mm
4449412	Dispersal_ability	1	ratio within order
4449412	Thermal_minimum	2.91	°C
4449412	Thermal_maximum	15.02	°C
4449412	Thermal_mean	10.61	°C
4449412	Thermal_range	12.11	°C
4449414	Body_size	3.25	mm
4449414	Dispersal_ability	1	ratio within order
4449414	Thermal_minimum	0.27	°C
4449414	Thermal_maximum	17.17	°C
4449414	Thermal_mean	10.56	°C
4449414	Thermal_range	16.9	°C
4449422	Body_size	2.5	mm
4449422	Dispersal_ability	1	ratio within order
4449422	Thermal_minimum	7.55	°C
4449422	Thermal_maximum	13.19	°C
4449422	Thermal_mean	10.3	°C
4449422	Thermal_range	5.65	°C
1761438	Body_size	15.62	mm
1761438	Voltinism_mean	2	generation(s) / year
1761438	Dispersal_ability	0.07	ratio within order
1761438	Thermal_minimum	-0.57	°C
1761438	Thermal_maximum	23	°C
1761438	Thermal_mean	9.57	°C
1761438	Thermal_range	23.56	°C
1536559	Body_size	9	mm
1536559	Development_time	27	days
1536559	Voltinism_mean	2	generation(s) / year
1536559	Thermal_minimum	-1.05	°C
1536559	Thermal_maximum	15.66	°C
1536559	Thermal_mean	9.38	°C
1536559	Thermal_range	16.71	°C
5756018	Body_size	5.59	mm
5756018	Development_time	165	days
5756018	Dispersal_ability	0.94	ratio within order
5756018	Thermal_minimum	3.65	°C
5756018	Thermal_maximum	15.02	°C
5756018	Thermal_mean	9.46	°C
5756018	Thermal_range	11.37	°C
5756005	Body_size	4.5	mm
5756005	Dispersal_ability	1	ratio within order
5756005	Thermal_minimum	3.89	°C
5756005	Thermal_maximum	17.18	°C
5756005	Thermal_mean	9.64	°C
5756005	Thermal_range	13.29	°C
5756010	Body_size	5	mm
5756010	Dispersal_ability	1	ratio within order
5756010	Thermal_minimum	3.89	°C
5756010	Thermal_maximum	12.46	°C
5756010	Thermal_mean	9.5	°C
5756010	Thermal_range	8.56	°C
5756013	Body_size	6.17	mm
5756013	Development_time	90	days
5756013	Dispersal_ability	0.75	ratio within order
5756013	Thermal_minimum	3.65	°C
5756013	Thermal_maximum	11.52	°C
5756013	Thermal_mean	8.36	°C
5756013	Thermal_range	7.87	°C
5756008	Body_size	4.5	mm
5756008	Dispersal_ability	1	ratio within order
5756008	Thermal_minimum	3.89	°C
5756008	Thermal_maximum	13.51	°C
5756008	Thermal_mean	9.69	°C
5756008	Thermal_range	9.62	°C
5756021	Body_size	4.01	mm
5756021	Development_time	165	days
5756021	Dispersal_ability	0.34	ratio within order
5756021	Thermal_minimum	3.89	°C
5756021	Thermal_maximum	12.17	°C
5756021	Thermal_mean	9.28	°C
5756021	Thermal_range	8.28	°C
5756015	Body_size	8	mm
5756015	Dispersal_ability	1	ratio within order
5756015	Thermal_minimum	3.97	°C
5756015	Thermal_maximum	14.85	°C
5756015	Thermal_mean	9.79	°C
5756015	Thermal_range	10.88	°C
1244520	Body_size	3	mm
1244520	Voltinism_mean	1	generation(s) / year
1244520	Dispersal_ability	1	ratio within order
1244520	Thermal_minimum	8.36	°C
1244520	Thermal_maximum	13.1	°C
1244520	Thermal_mean	9.97	°C
1244520	Thermal_range	4.74	°C
4483937	Body_size	4.3	mm
4483937	Voltinism_mean	1	generation(s) / year
4483937	Dispersal_ability	1	ratio within order
4483937	Thermal_minimum	6.9	°C
4483937	Thermal_maximum	12.92	°C
4483937	Thermal_mean	9.28	°C
4483937	Thermal_range	6.02	°C
